what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1503874131664
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503874134904
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503874134924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874134944
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1503874135034
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1503874135034
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1503874135034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874138534
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503874145483
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503874145663
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503874147123
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503874147123
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1503874147153
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503874148423
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503874148503
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1503874149223
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1503874152524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874152864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874160085
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503874170125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874173192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874176382
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1503874179373
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503874185373
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503874198826
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503874205290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874207627
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1503874211087
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1503874211127
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503874211397
error,log,,,"Problems occurred when invoking code from plug-in: ""com.altera.sbtgui.project"".",1503874211837
error,log,,,"Unhandled event loop exception",1503874232918
error,log,,,"java.lang.NullPointerException",1503874233458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874233478
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1503874233488
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503874235498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874237276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874240979
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503874244649
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503874255899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874258579
error,log,,,"Error executing 'nios2-bsp-generate-files --bsp-dir . --settings settings.bsp', unexpected return code 1.\n\nError message:\n\n'\\\\uoa.auckland.ac.nz\\engdfs\\Home\\myep112\\Downloads\\303Assignments\\software\\assignment1_bsp'\r\nCMD.EXE was started with the above path as the current directory.\r\nUNC paths are not supported.  Defaulting to Windows directory.\r\nSEVERE: settings.bsp\r\nSEVERE: nios2-bsp-generate-files failed.\r\n",1503874258639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874270472
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503874271809
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503874285074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874286614
error,log,,,"Unable to read BSP settings",1503874288724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874308927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1503874308937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874333732
error,log,,,"Error executing 'nios2-bsp-editor --settings settings.bsp', unexpected return code 1.\n\nError message:\n\n'\\\\uoa.auckland.ac.nz\\engdfs\\Home\\myep112\\Downloads\\303Assignments\\software\\assignment1_bsp'\r\nCMD.EXE was started with the above path as the current directory.\r\nUNC paths are not supported.  Defaulting to Windows directory.\r\n",1503874337162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874338104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874339324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874345361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874346661
error,log,,,"Unable to read BSP settings",1503874346891
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1503874357221
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1503874357361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874369853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1503874369873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874370987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874374961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874378902
error,log,,,"Error executing 'nios2-bsp-generate-files --bsp-dir . --settings settings.bsp', unexpected return code 1.\n\nError message:\n\n'\\\\uoa.auckland.ac.nz\\engdfs\\Home\\myep112\\Downloads\\303Assignments\\software\\assignment1_bsp'\r\nCMD.EXE was started with the above path as the current directory.\r\nUNC paths are not supported.  Defaulting to Windows directory.\r\nSEVERE: settings.bsp\r\nSEVERE: nios2-bsp-generate-files failed.\r\n",1503874378942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503874392412
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503874405945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1503874411855
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1503874412585
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503874413525
