what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1503868749352
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1503868749352
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1503868749352
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1503868749352
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1503868749352
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1503868749352
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1503868749352
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1503868749352
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1503868749352
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1503868749368
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1503868749368
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1503868749368
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1503868749368
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1503868749368
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1503868749368
started,bundle,com.altera.sbtgui.integration,13.0.0.156,"com.altera.sbtgui.integration",1503868749368
started,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1503868749368
started,bundle,com.altera.systemconsole,13.0.0.156,"com.altera.systemconsole",1503868749368
os,sysinfo,,,"win32",1503868749368
arch,sysinfo,,,"x86",1503868749368
ws,sysinfo,,,"win32",1503868749368
locale,sysinfo,,,"en_NZ",1503868749368
processors,sysinfo,,,"4",1503868749368
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1503868749368
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1503868749368
java.specification.name,sysinfo,,,"Java Platform API Specification",1503868749368
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1503868749368
java.specification.version,sysinfo,,,"1.6",1503868749368
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1503868749368
java.version,sysinfo,,,"1.6.0_23",1503868749368
java.vm.info,sysinfo,,,"mixed mode",1503868749368
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1503868749368
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1503868749368
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1503868749368
java.vm.specification.version,sysinfo,,,"1.0",1503868749368
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1503868749368
java.vm.version,sysinfo,,,"19.0-b09",1503868749368
started,bundle,com.altera.utilities,13.0.0.156,"com.altera.utilities",1503868749384
started,bundle,com.altera.systemconsole.designs.plugin,13.0.0.156,"com.altera.systemconsole.designs.plugin",1503868749415
started,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1503868750990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1503868862687
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1503868865984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869017046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869143610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503869531610
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1503869535235
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503869535526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869535538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869543294
activated,perspective,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.CPerspective",1503869636714
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1503869645758
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503869650333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1503869690463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1503869690729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1503869690996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1503869691391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503869700078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503869713981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503869723867
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1503869727815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869728106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869731085
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1503869741496
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503869744948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503869756673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503869763140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503869765661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869793591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869807008
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.properties",1503869807020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869828766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869831464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1503869831476
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503869863491
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1503869863949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869865467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869880596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1503869880602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869883698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869886724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1503869886734
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503869934881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503869941683
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1503869943825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869944118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869947483
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1503869948636
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503869948807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503869961380
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1503869963299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869963590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503869966698
